Event Date,Case Status,Inspection Number,Establishment Name,Report ID,Street Address,City,State,ZIP Code,Union Status,Abstract,Summary,NAICS,Age,Sex,Degree of Injury,Occupation,Coordinates
07/20/2022,CLOSED,1609519.015,Liftone Llc,454722,300 International Blvd,Clarksville,TN,37040,NonUnion,Employee dies of heart attack during heat,"At 1:15 p.m. on July 20, 2022, Employee #1 was operating a Hyundai forklift, when he stopped and exited the forklift to lay on the floor. Once Employee 1 was sat in the breakroom at a table, one coworker called the Safety Manager to explain that Employee #1 was in the breakroom and needed First Aid assistance due to overheating. When the Safety Manager arrived, Employee #1 was still seated and had been provided with water. The Safety Manager placed cooling compresses on his neck and stomach to further cool Employee 1 down.  Employee #1 remained in the breakroom from approximately 1:40 p.m. until 2:50 p.m..  At approximately 3:00 p.m., a coworker found Employee #1 on the floor unconscious, but responsive and radioed for assistance. Employee #1 was visibly sweating heavily and had vomited. Coworkers then proceeded to move Employee #1 outside to a covered porch area, where they propped his feet up and sent a coworker to call 911.  The coworker that had previously checked Employee #1's pulse began to perform chest compressions on Employee #1, while the employee was seated in the chair. Coworkers could hear the ambulance sirens as they continued to perform chest compressions, but did not use the defibrillator brought to the scene by another employee. As soon as the ambulance arrived, a coworker assisted the paramedic transfer the employee onto the gurney, and the paramedics began chest compressions and used their defibrillator to attempt to revive Employee #1. The ambulance left the scene at approximately 3:23 p.m., and the Safety Manager provided a statement to the police as well as contacted the Next of Kin so that the police could speak with them.  After the incident, the Safety Manager for Florim and the President, Human Resource Manager, Vice President, and Safety Director of LiftOne were informed by the Next of Kin that Employee #1 had been having episodes in the nights prior to the incident. The employee died of a heart attack.",811310/Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,57,M,Fatality,Machinery maintenance occupations,"(36.549999310159116, -87.34458425416157)"
07/11/2022,CLOSED,1607231.015,Cultural Resource Analyst Incorporated,625700,Forest Service Rd,Glenmora,LA,71433,NonUnion,Employee dies due to heat exposure,"At 3:00 p.m. on July 11, 2022, an employee was conducting an archaeological dig, digging holes in the forest. The employee began feeling ill due to heat exposure.  It was 98 degrees Fahrenheit with a heat index of 107 degrees Fahrenheit.  The employee died due to heat exposure.",541370/Surveying and Mapping (except Geophysical) Services,24,F,Fatality,Operations & systems researchers and analysts,"(30.997507479268293, -92.63641923719513)"
07/07/2022,CLOSED,1606842.015,"Hank'S Furniture, Inc.",627100,7411 River Rd,De Valls Bluff,AR,72041,NonUnion,Employee Dies From Heat Exhaustion,"At 9:15 a.m. on July 7, 2022, an employee was installing a water pumping system at a residential property. Witnesses at the residence observed that the employee looked unwell and told them to go back to the house, and the family member at the residence would finish up. The employee entered his company truck with the air conditioning on. Witnesses checked on the employee from 5 to 30 minutes after he entered the truck because the employee did not move the truck after he sat down in it. When witnesses observed that the employee was unresponsive although he was breathing and had a pulse, the family member drove the employee into the city De Valls Bluff to meet up with an ambulance outside of a local restaurant. The employee was declared dead at an unspecified time, and the cause of death was determined to be heat-related.",531311/Residential Property Managers,57,M,Fatality,,"(34.785263810000004, -91.4604563)"
07/06/2022,OPEN,1606996.015,"152270 - Mainscape, Inc.",453710,Near Leesburg Dr.And Bellerby Cove,Navassa,NC,28451,NonUnion,Employee dies from heat exhaustion,"On July 6, 2022, an employee, on his second day of work, was trimming weeds.  At some point during the workday, he reported that he was tired and not feeling well.  Later that afternoon, he fainted and was transported to the hospital. The employee was overcome by heat exhaustion and later died in the hospital. The employer stated that water was available, but did not know about shade, air conditioning or acclimation.",561730/Landscaping Services,34,M,Fatality,Occupation not reported,"(34.23891199600347, -78.09236576698522)"
07/05/2022,CLOSED,1610298.015,"Relmco, Inc.",625500,21715 Dolon Creek Road,Del Rio,TX,78840,NonUnion,Employee dies due to heat-related illness,"At 6:00 p.m. on July 5, 2022, an employee had been using a manual drill to make holes in the soil. The employee walked to a coworker's truck and collapsed due to a heat-related illness.",238110/Poured Concrete Foundation and Structure Contractors,60,M,Fatality,Concrete and terrazzo finishers,"(29.379924065880722, -100.89907673841887)"
07/05/2022,CLOSED,1606820.015,"Interstate Industrial Vac Service, Inc.",751910,5444 N. 103rd St.,Omaha,NE,68134,NonUnion,Employee dies from heat stroke after working in confined spa,"At 12:45 p.m. on July 5, 2022, Employee #1 and his coworker were cleaning baghouses on a roof.  The employee was wearing a Tyvek suit, KN95 respirator, and a safety harness, when he made an entry into a steel baghouse, which is a confined space. National Weather Service reported conditions of 93-degrees F, Dew Point 70, and heat index of 100-degrees at the time of the incident. The ambient air temperature, the black rubber/tar roofing material, and the steel vessel Employee #1 entered while wearing a Tyvek suit, all contributed to the employee's core temperature to increase > 105-degrees. The employee passed out inside the baghouse.  His coworker was not able to retrieve him from the vessel alone and called for help. Other coworkers retrieved him, finding him to be extremely hot and unconscious.  The Tyvek suit and shirt were cut off Employee #1, while on-site medical staff administered ice onto the employee. Emergency medical services were called, and CPR was administered. The employee was transported to the hospital for treatment of heat stroke and later died.",562998/All Other Miscellaneous Waste Management Services,46,M,Fatality,"Laborers, except construction","(41.29428635711403, -96.0553732393542)"
06/27/2022,CLOSED,1605526.015,"Country Catering And Special Events, Inc.",950624,1919 E Louise Ave,Lathrop,CA,95330,NonUnion,Employee dies of heart attack and possible heat illness,"On June 27, 2022, an employee was delivering catering from one city to another in a company van. The employee parked in front of the business office and walked into the kitchen. He asked for a glass of water and went to the sink and poured the water on his head. A coworker grabbed a chair and helped the employee sit down. The employee began to experience a seizure with labored breathing. A coworker performed CPR while another summoned emergency medical services but the employee died from cardiac arrest. Heat may have been a factor in the death, but it is not clear from the information in the narrative.",722320/Caterers,63,M,Fatality,Occupation Not Listed,"(37.809400708641974, -121.29394483703705)"
06/23/2022,CLOSED,1604112.015,Bcomm Constructors Llc.,625500,10451 Fork Creek,San Antonio,TX,78245,NonUnion,"Employee passes out due to severe heat stroke, later dies","At 5:24 p.m. on June 23, 2022, an employee had been performing soft scaping (hand digging with a shovel) in direct heat with no shade. The employee was in the process of moving fiber optic cable from the street to behind a curb in a grassy area. The goal was for the employee to bury the cable about 12 inches into the ground. The employee complained of feeling tired and was also experiencing cramping.  Due to these complaints, the employer took the employee off the digging crew and sent him with a coworker (vac truck operator) to dump a load. When the employee returned from dumping the vac truck, he began performing soft scaping again.  Shortly after, the employee became combative and the police were called. The employee continued to be aggressive, was refusing aid, then passed out and was unresponsive.  EMS was called and the employee was transported to the hopsital and died the following day. The employee had been diagnosed with severe heat stroke and had a core temperature of 110 degrees Fahrenheit.",238210/Electrical Contractors,24,M,Fatality,Construction laborers,"(29.427194223485035, -98.6692072021173)"
06/21/2022,CLOSED,1603772.015,Ricardo Saldierna,625400,613 Spurlock Way,Liberty Hill,TX,78642,NonUnion,Employee dies from cardiac failure due to heat exposure,"At 1:30 p.m. on June 21, 2022, an employee who worked as a framer for a subcontractor had been assembling framing before going on lunch break. The employee tried to stand up after his break and was unable to stand. The employee complained of chest pains.  At the time, the employee was exposed to high ambient heat from direct sun exposure during the performance of his job duties. The employee died due to cardiac/respiratory system failure related to heat exposre.",238130/Framing Contractors,49,M,Fatality,,"(30.660083297686832, -97.86921077651246)"
06/16/2022,CLOSED,1602933.015,Leeman Brothers Drywall Inc,950615,3501 Old Sonoma Road,Napa,CA,94558,NonUnion,"Employee dies of medical conditions, possible heat illness","At 2:30 p.m. on June 16, 2022, an employee had been hanging drywall in the garage at a two-story residential unit construction site. The employee was working on a crew with two coworkers for a subcontractor on the project. The employee had worked all morning and took a break for lunch. He had been at work for approximately 6 hours and had been measuring and cutting drywall for a closet ceiling. A coworker noticed the employee sitting on a stack of drywall fanning himself. The employee told the coworker that he felt like he was going to  pass out. The coworker reported this and the employer called an ambulance. The employer had the employee transported to a hospital, where he died due to cardiac dysrhythmia, atherosclerotic cardiovascular disease, and perimortem hyperglycemia suggestive of pre-diabetes/diabetes. Although the death was related to natural causes, the employer had not established a Heat Illness Prevention Plan and heat may have been a causal factor.",238310/Drywall and Insulation Contractors,57,M,Fatality,Drywall installers,"(38.31396822873303, -122.28568906447964)"
